Cultivo,Metodo,Nutriente,pH_clase,Eficiencia
Avena,Voleo,Potasio,Muy básico,
Avena,Voleo,Calcio,Muy ácido,
Avena,Voleo,Calcio,Ácido,
Avena,Voleo,Calcio,Neutro,
Avena,Voleo,Calcio,Básico,
Avena,Voleo,Calcio,Muy básico,
Avena,Voleo,Magnesio,Muy ácido,
Avena,Voleo,Magnesio,Ácido,
Avena,Voleo,Magnesio,Neutro,
Avena,Voleo,Magnesio,Básico,
Avena,Voleo,Magnesio,Muy básico,
Avena,Voleo,Azufre,Muy ácido,
Avena,Voleo,Azufre,Ácido,
Avena,Voleo,Azufre,Neutro,
Avena,Voleo,Azufre,Básico,
Avena,Voleo,Azufre,Muy básico,
Cebada,Enterrado,Nitrogeno,Muy ácido,
Cebada,Enterrado,Nitrogeno,Ácido,
Cebada,Enterrado,Nitrogeno,Neutro,
Cebada,Enterrado,Nitrogeno,Básico,
Cebada,Enterrado,Nitrogeno,Muy básico,
Cebada,Enterrado,Fosforo,Muy ácido,
Cebada,Enterrado,Fosforo,Ácido,
Cebada,Enterrado,Fosforo,Neutro,
Cebada,Enterrado,Fosforo,Básico,
Cebada,Enterrado,Fosforo,Muy básico,
Cebada,Enterrado,Potasio,Muy ácido,
Cebada,Enterrado,Potasio,Ácido,
Cebada,Enterrado,Potasio,Neutro,
Cebada,Enterrado,Potasio,Básico,
Cebada,Enterrado,Potasio,Muy básico,
Cebada,Enterrado,Calcio,Muy ácido,
Cebada,Enterrado,Calcio,Ácido,
Cebada,Enterrado,Calcio,Neutro,
Cebada,Enterrado,Calcio,Básico,
Cebada,Enterrado,Calcio,Muy básico,
Cebada,Enterrado,Magnesio,Muy ácido,
Cebada,Enterrado,Magnesio,Ácido,
Cebada,Enterrado,Magnesio,Neutro,
Cebada,Enterrado,Magnesio,Básico,
Cebada,Enterrado,Magnesio,Muy básico,
Cebada,Enterrado,Azufre,Muy ácido,
Cebada,Enterrado,Azufre,Ácido,
Cebada,Enterrado,Azufre,Neutro,
Cebada,Enterrado,Azufre,Básico,
Cebada,Enterrado,Azufre,Muy básico,
Cebada,Pateado,Nitrogeno,Muy ácido,
Cebada,Pateado,Nitrogeno,Ácido,
Cebada,Pateado,Nitrogeno,Neutro,
Cebada,Pateado,Nitrogeno,Básico,
Cebada,Pateado,Nitrogeno,Muy básico,
Cebada,Pateado,Fosforo,Muy ácido,
Cebada,Pateado,Fosforo,Ácido,
Cebada,Pateado,Fosforo,Neutro,
Cebada,Pateado,Fosforo,Básico,
Cebada,Pateado,Fosforo,Muy básico,
Cebada,Pateado,Potasio,Muy ácido,
Cebada,Pateado,Potasio,Ácido,
Cebada,Pateado,Potasio,Neutro,
Cebada,Pateado,Potasio,Básico,
Cebada,Pateado,Potasio,Muy básico,
Cebada,Pateado,Calcio,Muy ácido,
Cebada,Pateado,Calcio,Ácido,
Cebada,Pateado,Calcio,Neutro,
Cebada,Pateado,Calcio,Básico,
Cebada,Pateado,Calcio,Muy básico,
Cebada,Pateado,Magnesio,Muy ácido,
Cebada,Pateado,Magnesio,Ácido,
Cebada,Pateado,Magnesio,Neutro,
Cebada,Pateado,Magnesio,Básico,
Cebada,Pateado,Magnesio,Muy básico,
Cebada,Pateado,Azufre,Muy ácido,
Cebada,Pateado,Azufre,Ácido,
Cebada,Pateado,Azufre,Neutro,
Cebada,Pateado,Azufre,Básico,
Cebada,Pateado,Azufre,Muy básico,
Cebada,Voleo,Nitrogeno,Muy ácido,
Cebada,Voleo,Nitrogeno,Ácido,
Cebada,Voleo,Nitrogeno,Neutro,
Cebada,Voleo,Nitrogeno,Básico,
Cebada,Voleo,Nitrogeno,Muy básico,
Cebada,Voleo,Fosforo,Muy ácido,
Cebada,Voleo,Fosforo,Ácido,
Cebada,Voleo,Fosforo,Neutro,
Cebada,Voleo,Fosforo,Básico,
Cebada,Voleo,Fosforo,Muy básico,
Cebada,Voleo,Potasio,Muy ácido,
Cebada,Voleo,Potasio,Ácido,
Cebada,Voleo,Potasio,Neutro,
Cebada,Voleo,Potasio,Básico,
Cebada,Voleo,Potasio,Muy básico,
Cebada,Voleo,Calcio,Muy ácido,
Cebada,Voleo,Calcio,Ácido,
Cebada,Voleo,Calcio,Neutro,
Cebada,Voleo,Calcio,Básico,
Cebada,Voleo,Calcio,Muy básico,
Cebada,Voleo,Magnesio,Muy ácido,
Cebada,Voleo,Magnesio,Ácido,
Cebada,Voleo,Magnesio,Neutro,
Cebada,Voleo,Magnesio,Básico,
Cebada,Voleo,Magnesio,Muy básico,
Cebada,Voleo,Azufre,Muy ácido,
Cebada,Voleo,Azufre,Ácido,
Cebada,Voleo,Azufre,Neutro,
Cebada,Voleo,Azufre,Básico,
Cebada,Voleo,Azufre,Muy básico,
Chía,Enterrado,Nitrogeno,Muy ácido,
Chía,Enterrado,Nitrogeno,Ácido,
Chía,Enterrado,Nitrogeno,Neutro,
Chía,Enterrado,Nitrogeno,Básico,
Chía,Enterrado,Nitrogeno,Muy básico,
Chía,Enterrado,Fosforo,Muy ácido,
Chía,Enterrado,Fosforo,Ácido,
Chía,Enterrado,Fosforo,Neutro,
Chía,Enterrado,Fosforo,Básico,
Chía,Enterrado,Fosforo,Muy básico,
Chía,Enterrado,Potasio,Muy ácido,
Chía,Enterrado,Potasio,Ácido,
Chía,Enterrado,Potasio,Neutro,
Chía,Enterrado,Potasio,Básico,
Chía,Enterrado,Potasio,Muy básico,
Chía,Enterrado,Calcio,Muy ácido,
Chía,Enterrado,Calcio,Ácido,
Chía,Enterrado,Calcio,Neutro,
Chía,Enterrado,Calcio,Básico,
Chía,Enterrado,Calcio,Muy básico,
Chía,Enterrado,Magnesio,Muy ácido,
Chía,Enterrado,Magnesio,Ácido,
Chía,Enterrado,Magnesio,Neutro,
Chía,Enterrado,Magnesio,Básico,
Chía,Enterrado,Magnesio,Muy básico,
Chía,Enterrado,Azufre,Muy ácido,
Chía,Enterrado,Azufre,Ácido,
Chía,Enterrado,Azufre,Neutro,
Chía,Enterrado,Azufre,Básico,
Chía,Enterrado,Azufre,Muy básico,
Chía,Pateado,Nitrogeno,Muy ácido,
Chía,Pateado,Nitrogeno,Ácido,
Chía,Pateado,Nitrogeno,Neutro,
Chía,Pateado,Nitrogeno,Básico,
Chía,Pateado,Nitrogeno,Muy básico,
Chía,Pateado,Fosforo,Muy ácido,
Chía,Pateado,Fosforo,Ácido,
Chía,Pateado,Fosforo,Neutro,
Chía,Pateado,Fosforo,Básico,
Chía,Pateado,Fosforo,Muy básico,
Chía,Pateado,Potasio,Muy ácido,
Chía,Pateado,Potasio,Ácido,
Chía,Pateado,Potasio,Neutro,
Chía,Pateado,Potasio,Básico,
Chía,Pateado,Potasio,Muy básico,
Chía,Pateado,Calcio,Muy ácido,
Chía,Pateado,Calcio,Ácido,
Chía,Pateado,Calcio,Neutro,
Chía,Pateado,Calcio,Básico,
Chía,Pateado,Calcio,Muy básico,
Chía,Pateado,Magnesio,Muy ácido,
Chía,Pateado,Magnesio,Ácido,
Chía,Pateado,Magnesio,Neutro,
Chía,Pateado,Magnesio,Básico,
Chía,Pateado,Magnesio,Muy básico,
Chía,Pateado,Azufre,Muy ácido,
Chía,Pateado,Azufre,Ácido,
Chía,Pateado,Azufre,Neutro,
Chía,Pateado,Azufre,Básico,
Chía,Pateado,Azufre,Muy básico,
Chía,Voleo,Nitrogeno,Muy ácido,
Chía,Voleo,Nitrogeno,Ácido,
Chía,Voleo,Nitrogeno,Neutro,
Chía,Voleo,Nitrogeno,Básico,
Chía,Voleo,Nitrogeno,Muy básico,
Chía,Voleo,Fosforo,Muy ácido,
Chía,Voleo,Fosforo,Ácido,
Chía,Voleo,Fosforo,Neutro,
Chía,Voleo,Fosforo,Básico,
Chía,Voleo,Fosforo,Muy básico,
Chía,Voleo,Potasio,Muy ácido,
Chía,Voleo,Potasio,Ácido,
Chía,Voleo,Potasio,Neutro,
Chía,Voleo,Potasio,Básico,
Chía,Voleo,Potasio,Muy básico,
Chía,Voleo,Calcio,Muy ácido,
Chía,Voleo,Calcio,Ácido,
Chía,Voleo,Calcio,Neutro,
Chía,Voleo,Calcio,Básico,
Chía,Voleo,Calcio,Muy básico,
Chía,Voleo,Magnesio,Muy ácido,
Chía,Voleo,Magnesio,Ácido,
Chía,Voleo,Magnesio,Neutro,
Chía,Voleo,Magnesio,Básico,
Chía,Voleo,Magnesio,Muy básico,
Chía,Voleo,Azufre,Muy ácido,
Chía,Voleo,Azufre,Ácido,
Chía,Voleo,Azufre,Neutro,
Chía,Voleo,Azufre,Básico,
Chía,Voleo,Azufre,Muy básico,
Amaranto,Enterrado,Nitrogeno,Muy ácido,
Amaranto,Enterrado,Nitrogeno,Ácido,
Amaranto,Enterrado,Nitrogeno,Neutro,
Amaranto,Enterrado,Nitrogeno,Básico,
Amaranto,Enterrado,Nitrogeno,Muy básico,
Amaranto,Enterrado,Fosforo,Muy ácido,
Amaranto,Enterrado,Fosforo,Ácido,
Amaranto,Enterrado,Fosforo,Neutro,
Amaranto,Enterrado,Fosforo,Básico,
Amaranto,Enterrado,Fosforo,Muy básico,
Amaranto,Enterrado,Potasio,Muy ácido,
Amaranto,Enterrado,Potasio,Ácido,
Amaranto,Enterrado,Potasio,Neutro,
Amaranto,Enterrado,Potasio,Básico,
Amaranto,Enterrado,Potasio,Muy básico,
Amaranto,Enterrado,Calcio,Muy ácido,
Amaranto,Enterrado,Calcio,Ácido,
Amaranto,Enterrado,Calcio,Neutro,
Amaranto,Enterrado,Calcio,Básico,
Amaranto,Enterrado,Calcio,Muy básico,
Amaranto,Enterrado,Magnesio,Muy ácido,
Amaranto,Enterrado,Magnesio,Ácido,
Amaranto,Enterrado,Magnesio,Neutro,
Amaranto,Enterrado,Magnesio,Básico,
Amaranto,Enterrado,Magnesio,Muy básico,
Amaranto,Enterrado,Azufre,Muy ácido,
Amaranto,Enterrado,Azufre,Ácido,
Amaranto,Enterrado,Azufre,Neutro,
Amaranto,Enterrado,Azufre,Básico,
Amaranto,Enterrado,Azufre,Muy básico,
Amaranto,Pateado,Nitrogeno,Muy ácido,
Amaranto,Pateado,Nitrogeno,Ácido,
Amaranto,Pateado,Nitrogeno,Neutro,
Amaranto,Pateado,Nitrogeno,Básico,
Amaranto,Pateado,Nitrogeno,Muy básico,
Amaranto,Pateado,Fosforo,Muy ácido,
Amaranto,Pateado,Fosforo,Ácido,
Amaranto,Pateado,Fosforo,Neutro,
Amaranto,Pateado,Fosforo,Básico,
Amaranto,Pateado,Fosforo,Muy básico,
Amaranto,Pateado,Potasio,Muy ácido,
Amaranto,Pateado,Potasio,Ácido,
Amaranto,Pateado,Potasio,Neutro,
Amaranto,Pateado,Potasio,Básico,
Amaranto,Pateado,Potasio,Muy básico,
Amaranto,Pateado,Calcio,Muy ácido,
Amaranto,Pateado,Calcio,Ácido,
Amaranto,Pateado,Calcio,Neutro,
Amaranto,Pateado,Calcio,Básico,
Amaranto,Pateado,Calcio,Muy básico,
Amaranto,Pateado,Magnesio,Muy ácido,
Amaranto,Pateado,Magnesio,Ácido,
Amaranto,Pateado,Magnesio,Neutro,
Amaranto,Pateado,Magnesio,Básico,
Amaranto,Pateado,Magnesio,Muy básico,
Amaranto,Pateado,Azufre,Muy ácido,
Amaranto,Pateado,Azufre,Ácido,
Amaranto,Pateado,Azufre,Neutro,
Amaranto,Pateado,Azufre,Básico,
Amaranto,Pateado,Azufre,Muy básico,
Amaranto,Voleo,Nitrogeno,Muy ácido,
Amaranto,Voleo,Nitrogeno,Ácido,
Amaranto,Voleo,Nitrogeno,Neutro,
Amaranto,Voleo,Nitrogeno,Básico,
Amaranto,Voleo,Nitrogeno,Muy básico,
Amaranto,Voleo,Fosforo,Muy ácido,
Amaranto,Voleo,Fosforo,Ácido,
Amaranto,Voleo,Fosforo,Neutro,
Amaranto,Voleo,Fosforo,Básico,
Amaranto,Voleo,Fosforo,Muy básico,
Amaranto,Voleo,Potasio,Muy ácido,
Amaranto,Voleo,Potasio,Ácido,
Amaranto,Voleo,Potasio,Neutro,
Amaranto,Voleo,Potasio,Básico,
Amaranto,Voleo,Potasio,Muy básico,
Amaranto,Voleo,Calcio,Muy ácido,
Amaranto,Voleo,Calcio,Ácido,
Amaranto,Voleo,Calcio,Neutro,
Amaranto,Voleo,Calcio,Básico,
Amaranto,Voleo,Calcio,Muy básico,
Amaranto,Voleo,Magnesio,Muy ácido,
Amaranto,Voleo,Magnesio,Ácido,
Amaranto,Voleo,Magnesio,Neutro,
Amaranto,Voleo,Magnesio,Básico,
Amaranto,Voleo,Magnesio,Muy básico,
Amaranto,Voleo,Azufre,Muy ácido,
Amaranto,Voleo,Azufre,Ácido,
Amaranto,Voleo,Azufre,Neutro,
Amaranto,Voleo,Azufre,Básico,
Amaranto,Voleo,Azufre,Muy básico,
